artist,song
WIU,Coração de Gelo
Yng Lvcas,La Bebe
Zé Felipe,Facilita Aí
AgroPlay,Nosso Quadro
Grupo Marca Registrada,Di Que Si
Lana Del Rey,A&W
Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix
Lizzy McAlpine,ceilings
Mae Stephens,If We Ever Broke Up
Miguel,Sure Thing - Sped Up
NF,HOPE
Niall Horan,Heaven
Raim Laode,Komang
Superstar Pride,PAINTING PICTURES
TINI,Cupido
beabadoobee,Glue Song
Gorillaz,Tormenta
Junior H,El Azul
KAROL G,BESTIES
KAROL G,GUCCI LOS PAÑOS
KAROL G,MAÑANA SERÁ BONITO
KAROL G,MIENTRAS ME CURO DEL CORA
KAROL G,PERO TÚ
KAROL G,TQG
KAROL G,TUS GAFITAS
Milo j,Rara Vez
Peso Pluma,Por Las Noches
The Weeknd,Die For You - Remix
Cartel De Santa,Shorty Party
Don Toliver,Private Landing
Kenia OS,Malas Decisiones
MC Xenon,Sem Aliança no Dedo
Marshmello,El Merengue
Morgan Wallen,98 Braves
Morgan Wallen,Ain’t That Some
Morgan Wallen,Born With A Beer In My Hand
Morgan Wallen,Devil Don’t Know
Morgan Wallen,Everything I Love
Morgan Wallen,I Wrote The Book
Morgan Wallen,Man Made A Bar
Morgan Wallen,One Thing At A Time
Morgan Wallen,Thinkin’ Bout Me
Nicki Minaj,Red Ruby Da Sleeze
j-hope,on the street
Anuel AA,Mas Rica Que Ayer
Calvin Harris,Miracle
Ice Spice,In Ha Mood
Kali Uchis,Moonlight
Miley Cyrus,Jaded
Miley Cyrus,River
Miley Cyrus,Rose Colored Lenses
Miley Cyrus,Thousand Miles
TV Girl,Lovers Rock
The Weeknd,Die For You (with Ariana Grande) - Remix
Young Miko,Lisa
Chino Pacas,Dijeron Que No La Iba Lograr
Eladio Carrion,Coco Chanel
Eladio Carrion,Si La Calle Llama - Remix
Eslabon Armado,Ella Baila Sola
FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4
Feid,REMIX EXCLUSIVO
Hozier,Eat Your Young
Jimin,Set Me Free Pt.2
Melanie Martinez,DEATH
Rels B,lo que hay x aquí
Taylor Swift,All Of The Girls You Loved Before
Taylor Swift,Style
Yng Lvcas,La Bebe - Remix
Bizarrap,"Arcángel: Bzrp Music Sessions, Vol. 54"
Ed Sheeran,Eyes Closed
Jimin,Alone
Jimin,Face-off
Jimin,Like Crazy
KAI,Rover
ROSALÍA,BESO
ROSALÍA,VAMPIROS
Zé Felipe,Vacilão
FIFTY FIFTY,Cupid
Feid,CLASSY 101
JISOO,All Eyes On Me
JISOO,FLOWER
Melanie Martinez,VOID
NLE Choppa,SLUT ME OUT
RAF Camora,All Night
Tyler,DOGTOOTH
Tyler,SORRY NOT SORRY
Agust D,People Pt.2
Becky G,CHANEL
Big One,Un Finde | CROSSOVER #2
David Guetta,Baby Don't Hurt Me
Drake,Search & Rescue
Jack Black,Peaches
Kanii,I Know - PR1SVX Edit
Labrinth,Never Felt So Alone
Luke Combs,Fast Car
NF,HAPPY
David Kushner,Daylight
Frank Ocean,Pink + White
Fuerza Regida,Igualito a Mi Apá
Grupo Frontera,un x100to
IVE,I AM
Ice Spice,Princess Diana
Junior H,El Tsurito
Lola Indigo,EL TONTO
Luis R Conriquez,El Gavilán
Peso Pluma,Las Morras
Post Malone,Chemical
YOASOBI,アイドル
Yahritza Y Su Esencia,Frágil
Agust D,AMYGDALA
Agust D,Haegeum
Feid,Niña Bonita
Lewis Capaldi,Wish You The Best
The Weeknd,Double Fantasy
Anggi Marito,Tak Segampang Itu
Israel & Rodolffo,Seu Brilho Sumiu - Ao Vivo
JHAYCO,Mami Chula
Matuê,Conexões de Máfia
Peso Pluma,Rosa Pastel
SEVENTEEN,Super
Simone Mendes,Erro Gostoso - Ao Vivo
TAEYANG,Shoong!
sped up 8282,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version
Anuel AA,Mejor Que Yo
Colde,Don't ever say love me
Don Omar,Danza Kuduro
Ed Sheeran,Curtains
LE SSERAFIM,UNFORGIVEN
Alessandra,Queen of Kings
BTS,The Planet
Billie Eilish,hotline
Chencho Corleone,Un Cigarrillo
Florence + The Machine,Dog Days Are Over
Kaliii,Area Codes
Käärijä,Cha Cha Cha
Lil Durk,All My Life
Lil Mabu,MATHEMATICAL DISRESPECT
Loreen,Tattoo
Natanael Cano,Pacas De Billetes
Radiohead,Creep
Shakira,Acróstico - Milan + Sasha
(G)I-DLE,Queencard
Bad Bunny,WHERE SHE GOES
ENHYPEN,Bite Me
Eden Muñoz,Abcdario
Fuerza Regida,TQM
KAROL G,AMARGURA
Kodak Black,Angel Pt. 1
Lana Del Rey,Say Yes To Heaven
MC Caverinha,Cartão Black
Nicky Jam,69
Post Malone,Mourning
Sebastian Yatra,Vagabundo
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55"
Dua Lipa,Dance The Night - From Barbie The Album
Lil Durk,Stand By Me
Peso Pluma,Bye
Sachin-Jigar,Phir Aur Kya Chahiye
Taylor Swift,Hits Different
Veigh,Novo Balanço
DENNIS,Tá OK
Dave,Sprinter
Halsey,Lilith
LIT killah,Los del Espacio
Metro Boomin,All The Way Live
Metro Boomin,Am I Dreaming
Metro Boomin,Annihilate
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV,"
Metro Boomin,Hummingbird
Metro Boomin,"Link Up (Metro Boomin & Don Toliver, Wizkid"
Metro Boomin,Self Love
Offset,Danger
Riar Saab,Obsessed
Sachin-Jigar,Tere Vaaste
Semicenk,Pişman Değilim
Sky Rompiendo,El Cielo
Stray Kids,S-Class
The Weeknd,Popular
Zé Neto & Cristiano,Oi Balde - Ao Vivo
BTS,Take Two
Creedence Clearwater Revival,Have You Ever Seen The Rain
Doechii,What It Is
Dominic Fike,Mona Lisa
J Hus,Who Told You
Jain,Makeba
Kanye West,I Wonder
Noah Kahan,Dial Drunk
ROSALÍA,TUYA
SAIKO,POLARIS - Remix
Tiësto,Lay Low
Doja Cat,Attention
El Alfa,PLEBADA
Gunna,fukumean
JVKE,Angel Pt. 2
Plan B,Es un Secreto
Tito Double P,DEMBOW BÉLICO
Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56"
Daddy Yankee,Gasolina
Duki,RoCKSTAR 2.0
Fuerza Regida,SABOR FRESA
Lana Del Rey,Radio
Maria Becerra,CORAZÓN VACÍO
Nicki Minaj,Barbie World (with Aqua)
Peggy Gou,(It Goes Like) Nanana - Edit
Peso Pluma,BYE
Peso Pluma,CARNAL
Peso Pluma,LADY GAGA
Peso Pluma,LAGUNAS
Peso Pluma,LUNA
Peso Pluma,ROSA PASTEL
Peso Pluma,RUBICON
Peso Pluma,VVS
Rauw Alejandro,BABY HELLO
S3BZS,MONTAGEM - PR FUNK
Yandel,Yankee 150
Young Thug,Oh U Went
Carin Leon,Primera Cita
Emir Can İğrek,Ali Cabbar
James Arthur,Car's Outside
Jung Kook,Still With You
Lil Uzi Vert,Aye
Lil Uzi Vert,Endless Fashion
Lil Uzi Vert,Flooded The Face
Lil Uzi Vert,Suicide Doors
Mc Livinho,Novidade na Área
Mc Pedrinho,"Gol Bolinha, Gol Quadrado 2"
Myke Towers,LALA
Natanael Cano,Mas Altas Que Bajadas
Natanael Cano,Mi Bello Angel
Olivia Rodrigo,vampire
Peso Pluma,TULUM
Shakira,Copa Vacía
Tainy,LA BABY
Tainy,MOJABI GHOST
Tainy,PASIEMPRE
NewJeans,New Jeans
NewJeans,Super Shy
Quevedo,Columbia
Taylor Swift,Back To December
Taylor Swift,Better Than Revenge
Taylor Swift,Castles Crumbling
Taylor Swift,Dear John
Taylor Swift,Electric Touch
Taylor Swift,Foolish One
Taylor Swift,Haunted
Taylor Swift,I Can See You
Taylor Swift,Innocent
Taylor Swift,Last Kiss
Taylor Swift,Long Live
Taylor Swift,Mean
Taylor Swift,Mine
Taylor Swift,Never Grow Up
Taylor Swift,Ours
Taylor Swift,Sparks Fly
Taylor Swift,Speak Now
Taylor Swift,Superman
Taylor Swift,The Story Of Us
Taylor Swift,Timeless
Taylor Swift,When Emma Falls in Love
Billie Eilish,What Was I Made For?
Jung Kook,Seven
KAROL G,S91
Post Malone,Overdrive
Ryan Castro,QUEMA
Shubh,Cheques
Troye Sivan,Rush
Ana Castela,Solteiro Forçado - Boiadeira Internacional
Aqua,Barbie Girl
Charli xcx,Speed Drive
Laufey,From The Start
NewJeans,ASAP
NewJeans,Cool With You
NewJeans,ETA
NewJeans,Get Up
Ryan Gosling,I'm Just Ken
Travis Scott,K-POP
Vulgo FK,Ballena
Bad Gyal,Chulo pt.2
Calvin Harris,Desire
Drake,On The Radar Freestyle
MC Kevin o Chris,Faz um Vuk Vuk
Post Malone,Enough Is Enough
Post Malone,Something Real
Travis Scott,CIRCUS MAXIMUS
Travis Scott,DELRESTO
Travis Scott,FE!N
Travis Scott,GOD'S COUNTRY
Travis Scott,HYAENA
Travis Scott,I KNOW ?
Travis Scott,LOOOVE
Travis Scott,LOST FOREVER
Travis Scott,MELTDOWN
Travis Scott,MODERN JAM
Travis Scott,MY EYES
Travis Scott,PARASAIL
Travis Scott,SIRENS
Travis Scott,SKITZO
Travis Scott,TELEKINESIS
Travis Scott,THANK GOD
Travis Scott,TIL FURTHER NOTICE
Travis Scott,TOPIA TWINS
Bibi Babydoll,Automotivo Bibi Fogosa
Darshan Raval,Mahiye Jinna Sohna
Doja Cat,Paint The Town Red
Ghea Indrawari,Jiwa Yang Bersedih
Grupo Frontera,EL AMOR DE SU VIDA
Anirudh Ravichander,Hukum - Thalaivar Alappara
Felipe Amorim,Toca o Trompete
JHAYCO,Holanda
Jasleen Royal,Heeriye
KAROL G,MI EX TENÍA RAZÓN
KAROL G,QLONA
KAROL G,UNA NOCHE EN MEDELLÍN - REMIX
Oliver Anthony Music,Rich Men North of Richmond
Olivia Rodrigo,bad idea right?
V,Love Me Again
V,Rainy Days
AP Dhillon,With You
cassö,Prada
BLACKPINK,THE GIRLS
Miley Cyrus,Used To Be Young
Selena Gomez,Single Soon
Zach Bryan,East Side of Sorrow
Zach Bryan,Fear and Friday's
Zach Bryan,Hey Driver
Zach Bryan,Holy Roller
Zach Bryan,I Remember Everything
Zach Bryan,Overtime
Zach Bryan,Spotless
Zach Bryan,Summertime's Close
Zach Bryan,Ticking
Zach Bryan,Tourniquet
Alex Favela,ELOVRGA
Anirudh Ravichander,Chaleya
Calle 24,Que Onda
Doja Cat,Demons
Kanye West,Flashing Lights
Kenya Grace,Strangers
Luísa Sonza,Chico
Luísa Sonza,Penhasco2
Mora,DONDE SE APRENDE A QUERER?
Mora,REINA
Måneskin,HONEY
Nicki Minaj,Last Time I Saw You
Cardi B,Bongos
Grupo Frontera,QUE VUELVAS
Olivia Rodrigo,all-american bitch
Olivia Rodrigo,ballad of a homeschooled girl
Olivia Rodrigo,get him back!
Olivia Rodrigo,lacy
Olivia Rodrigo,logical
Olivia Rodrigo,love is embarrassing
Olivia Rodrigo,making the bed
Olivia Rodrigo,pretty isn’t pretty
Olivia Rodrigo,teenage dream
Olivia Rodrigo,the grudge
Peso Pluma,BIPOLAR
V,Blue
V,For Us
V,Slow Dancing
Dj GBR,Let's Go 4
Drake,Slime You Out
Grupo Menos É Mais,Lapada Dela - Ao Vivo
Luan Pereira,DENTRO DA HILUX
Maluma,Según Quién
TOMORROW X TOGETHER,Back for More
Tate McRae,greedy
BENNETT,Vois sur ton chemin - Techno Mix
Bad Bunny,UN PREVIEW
Brent Faiyaz,Clouded
Doja Cat,Agora Hills
Mitski,My Love Mine All Mine
Quevedo,Buenas
Shakira,El Jefe
Tyla,Water
Zach Bryan,Boys Of Faith
Zach Bryan,Sarah's Place
iñigo quintero,Si No Estás
Feid,LUCES DE TECNO
Gusttavo Lima,Canudinho - Ao Vivo
Jung Kook,3D
SUICIDAL-IDOL,ecstacy
Bellakath,Reggaeton Champagne
Bizarrap,Fruto
Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57"
Bizarrap,No soy Eterno
Bizarrap,Toy en el Mic
Darell,Lollipop
Drake,7969 Santa
Drake,8am in Charlotte
Drake,All The Parties
Drake,Amen
Drake,Another Late Night
Drake,Away From Home
Drake,BBL Love - Interlude
Drake,Bahamas Promises
Drake,Calling For You
Drake,Daylight
Drake,Drew A Picasso
Drake,Fear Of Heights
Drake,First Person Shooter
Drake,Gently
Drake,IDGAF
Drake,Members Only
Drake,Polar Opposites
Drake,Rich Baby Daddy
Drake,Screw The World - Interlude
Drake,Tried Our Best
Drake,Virginia Beach
Drake,What Would Pluto Do
JENNIE,You & Me
Junior H,$AD BOYZ II
Junior H,Y LLORO
League of Legends,GODS
Noah Kahan,Stick Season
The Weeknd,One Of The Girls
juan karlos,ERE
Anuel AA,OA
Bad Bunny,ACHO PR
Bad Bunny,BABY NUEVA
Bad Bunny,BATICANO
Bad Bunny,CYBERTRUCK
Bad Bunny,FINA
Bad Bunny,GRACIAS POR NADA
Bad Bunny,HIBIKI
Bad Bunny,LOS PITS
Bad Bunny,MERCEDES CAROTA
Bad Bunny,MONACO
Bad Bunny,MR. OCTOBER
Bad Bunny,NADIE SABE
Bad Bunny,NO ME QUIERO CASAR
Bad Bunny,PERRO NEGRO
Bad Bunny,SEDA
Bad Bunny,TELEFONO NUEVO
Bad Bunny,THUNDER Y LIGHTNING
Bad Bunny,VOU 787
Bad Bunny,VUELVE CANDY B
Lil Tecca,500lbs
Nadhif Basalamah,penjaga hati
Offset,SAY MY GRACE
Troye Sivan,One Of Your Girls
AUR,Tu hai kahan
Gabito Ballesteros,LOU LOU
Jere Klein,ANDO
The Kid LAROI,TOO MUCH
"Bobby ""Boris"" Pickett",Monster Mash
Fuerza Regida,HARLEY QUINN
LE SSERAFIM,Perfect Night
Taylor Swift,All You Had To Do Was Stay
Taylor Swift,Clean
Taylor Swift,How You Get The Girl
Taylor Swift,I Know Places
Taylor Swift,I Wish You Would
Taylor Swift,Is It Over Now?
Taylor Swift,New Romantics
Taylor Swift,Now That We Don't Talk
Taylor Swift,Out Of The Woods
Taylor Swift,Say Don't Go
Taylor Swift,"Slut!"""
Taylor Swift,Suburban Legends
Taylor Swift,Welcome To New York
Taylor Swift,Wonderland
Taylor Swift,You Are In Love
Tropa do Bruxo,Baile do Bruxo
Emilia,La_Original.mp3
Jung Kook,Closer to You
Jung Kook,Hate You
Jung Kook,Please Don't Change
Jung Kook,Shot Glass of Tears
Jung Kook,Somebody
Jung Kook,Standing Next to You
Jung Kook,Too Sad to Dance
Jung Kook,Yes or No
Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes
The Beatles,Now And Then
Wham!,Last Christmas - Single Version
Dua Lipa,Houdini
Jack Harlow,Lovin On Me
Manu,Daqui pra Sempre
Maroon 5,Maps
Noah Kahan,Northern Attitude
Rauw Alejandro,DILUVIO
Stray Kids,LALALALA
Stray Kids,MEGAVERSE
Teddy Swims,Lose Control
aespa,Drama
Drake,Evil Ways
Drake,You Broke My Heart
JID,Surround Sound
Kanye West,Father Stretch My Hands Pt. 1
Peso Pluma,LA PEOPLE
Tate McRae,exes
Kali Uchis,Labios Mordidos
Taylor Swift,You’re Losing Me
Xavi,La Víctima
Arijit Singh,Satranga
Beyoncé,MY HOUSE
Eminem,Love The Way You Lie
Jaani,Saari Duniya Jalaa Denge
Kanye West,Runaway
Manan Bhardwaj,Arjan Vailly
Sabrina Carpenter,Feather
Feid,LUNA
Nicki Minaj,Everybody
Nicki Minaj,Needle
Peso Pluma,BELLAKEO
TV Girl,Not Allowed
Tate McRae,run for the hills
Vishal Mishra,Pehle Bhi Main
Xavi,La Diabla
Bing Crosby,Mele Kalikimaka - New mono-to-stereo mix
Laufey,Winter Wonderland - Spotify Singles Holiday
Nicki Minaj,FTCU
Andy Williams,Happy Holiday / The Holiday Season
Cher,DJ Play A Christmas Song
Jimin,Closer Than This
Lauana Prado,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo
Luan Santana,DEJA VU
Xavi,Poco A Poco
ABBA,Dancing Queen
Adele,Skyfall
Anuv Jain,Husn
Eugenio Esquivel,Alucin
JC NO BEAT,Maria Mariah
Myke Towers,LA FALDA
Paul Russell,Lil Boo Thang
Peso Pluma,ROMPE LA DOMPE
Sophie Ellis-Bextor,Murder On The Dancefloor
UMI,wherever u r
Xavi,Modo DND
Fuerza Regida,CRAZYZ
Natanael Cano,O Me Voy O Te Vas
21 Savage,all of me
21 Savage,dangerous
21 Savage,just like me
21 Savage,letter to my brudda
21 Savage,n.h.i.e.
21 Savage,née-nah
21 Savage,pop ur shit
21 Savage,prove it
21 Savage,red sky
21 Savage,redrum
21 Savage,should've wore a bonnet
21 Savage,sneaky
Ariana Grande,"yes, and?"
Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58"
Creepy Nuts,Bling-Bang-Bang-Born
Flo Milli,Never Lose Me
Kali Uchis,Igual Que Un Ángel
Lil Nas X,J CHRIST
Mesita,Una Foto Remix
Natasha Bedingfield,Unwritten
Oscar Ortiz,FIRST LOVE
Richy Mitch & The Coal Miners,Evergreen
Benson Boone,Beautiful Things
Coldplay,A Sky Full of Stars
David Kushner,Skin and Bones
Gaby Music,No Te Quieren Conmigo
Kygo,Whatever
Marvin Gaye,Ain't No Mountain High Enough
4batz,act ii: date @ 8
Blessd,SI SABE FERXXO
Calle 24,Apaga El Cel
Christian Nodal,La Intención
Ice Spice,Think U The Shit
Justin Timberlake,Selfish
Megan Thee Stallion,HISS
Milo j,M.A.I
Ofenbach,Overdrive
Rich Amiri,ONE CALL
YG Marley,Praise Jah In The Moonlight
Don Toliver,BANDIT
Good Neighbours,Home
Lana Del Rey,Young And Beautiful
Michael Marcagi,Scared To Start
Angelina Mango,la noia
Annalisa,Sinceramente
Beyoncé,TEXAS HOLD 'EM
FloyyMenor,Gata Only
Geolier,"I P’ ME, TU P’ TE"
Ghali,Casa Mia
Irama,Tu No
Ivete Sangalo,Macetando
Mahmood,TUTA GOLD
Noah Kahan,Forever
PEDRO SAMPAIO,POCPOC
Parangolé,Perna Bamba
TWENTY SIX,Buscando Money
USHER,DJ Got Us Fallin' In Love
USHER,My Boo
USHER,Yeah!
¥$,BACK TO ME
¥$,BEG FORGIVENESS
¥$,BURN
¥$,CARNIVAL
¥$,DO IT
¥$,FUK SUMN
¥$,HOODRAT
¥$,KEYS TO MY LIFE
¥$,PAID
¥$,PAPERWORK
¥$,PROBLEMATIC
¥$,STARS
¥$,TALKING
¥$,VULTURES
Bob Marley & The Wailers,Could You Be Loved
Creedence Clearwater Revival,Fortunate Son
Djo,End of Beginning
Dua Lipa,Training Season
Julión Álvarez y su Norteño Banda,Regalo De Dios
Junior H,A Tu Manera
KAROL G,CONTIGO
Muni Long,Made For Me
Yeat,Breathe
Beat Record,Standing Next to You - Sped Up - Remix
Bryson Tiller,Whatever She Wants
Dimitri Vegas & Like Mike,Thank You
Frank Ocean,Thinkin Bout You
LE SSERAFIM,EASY
LE SSERAFIM,Smart
SZA,Saturn
Selena Gomez,Love On
Bill Withers,Ain't No Sunshine
Fuerza Regida,TÚ NAME
Joost,Europapa
Lazza,100 MESSAGGI
Pharrell Williams,Doctor (Work It Out)
Ariana Grande,Saturn Returns Interlude
Ariana Grande,bye
Ariana Grande,don't wanna break up again
Ariana Grande,eternal sunshine
Ariana Grande,i wish i hated you
Ariana Grande,imperfect for you
Ariana Grande,intro
Ariana Grande,ordinary things
Ariana Grande,supernatural
Ariana Grande,the boy is mine
Ariana Grande,true story
Ariana Grande,we can't be friends
Dasha,Austin
Junior H,ROCKSTAR
Madison Beer,Make You Mine
Natanael Cano,Madonna
Oscar Maydon,Elvira
Artemas,if u think i'm pretty
V,FRI(END)S
Zeynep Bastık,Lan
Artemas,i like the way you kiss me
Benson Boone,Slow It Down
CYRIL,Stumblin' In
Future,Cinderella
Future,Claustrophobic
Future,Everyday Hustle
Future,Fried
Future,Ice Attack
Future,Like That
Future,Magic Don Juan
Future,Runnin Outta Time
Future,Slimed In
Future,Type Shit
Future,We Don't Trust You
Future,Young Metro
Hozier,Too Sweet
ILLIT,Magnetic
Olivia Rodrigo,obsessed
Olivia Rodrigo,so american
Peso Pluma,LA PEOPLE II
Shakira,Puntería
Xavi,Corazón de Piedra
Beyoncé,16 CARRIAGES
Beyoncé,ALLIIGATOR TEARS
Beyoncé,AMERIICAN REQUIEM
Beyoncé,BLACKBIIRD
Beyoncé,BODYGUARD
Beyoncé,DAUGHTER
Beyoncé,FLAMENCO
Beyoncé,II HANDS II HEAVEN
Beyoncé,II MOST WANTED
Beyoncé,JOLENE
Beyoncé,JUST FOR FUN
Beyoncé,LEVII'S JEANS
Beyoncé,MY ROSE
Beyoncé,PROTECTOR
Beyoncé,RIIVERDANCE
Beyoncé,SMOKE HOUR ★ WILLIE NELSON
Beyoncé,SPAGHETTII
Beyoncé,TYRANT
Beyoncé,YA YA
Camila Cabello,I LUV IT
G-Eazy,Lady Killers II
Gabito Ballesteros,El Boss
Henry Moodie,drunk text
Jungle,Back On 74
Mark Ambor,Belong Together
The Academy: Segunda Misión,LA RANGER
j-hope,NEURON
BABYMONSTER,SHEESH
Benson Boone,Cry
Bizarrap,Entre las de 20
Bizarrap,"Natanael Cano: Bzrp Music Sessions, Vol. 59"
Dominic Fike,Babydoll
Isabel LaRosa,Favorite
J. Cole,7 Minute Drill
J. Cole,Crocodile Tearz
J. Cole,H.Y.B.
J. Cole,Huntin’ Wabbitz
J. Cole,Pricey
TOMORROW X TOGETHER,Deja Vu
Tiago PZK,Piel
d4vd,Feel It - From The Original Series “Invincible
Bakar,Hell N Back
Chappell Roan,"Good Luck, Babe!"
DJ JZ,Mtg Quero Te Encontrar
David Guetta,I Don't Wanna Wait
Disturbed,The Sound of Silence - CYRIL Remix
Dua Lipa,Illusion
Future,We Still Don't Trust You
Jaxomy,Pedro
Lay Bankz,Tell Ur Girlfriend
Luis R Conriquez,Si No Quieres No
Sabrina Carpenter,Espresso
Shaboozey,A Bar Song
Tyla,Jump
Young Miko,offline
iZaak,BBY BOO - REMIX
Bhavi,BESAME
Drake,Push Ups
Felipe e Rodrigo,Gosta De Rua - Ao Vivo
Rvssian,Santa
Sevdaliza,"Ride Or Die, Pt. 2"
Taylor Swift,But Daddy I Love Him
Taylor Swift,Cassandra
Taylor Swift,Chloe or Sam or Sophia or Marcus
Taylor Swift,Clara Bow
Taylor Swift,Down Bad
Taylor Swift,Florida!!!
Taylor Swift,Fortnight
Taylor Swift,Fresh Out The Slammer
Taylor Swift,Guilty as Sin?
Taylor Swift,How Did It End?
Taylor Swift,I Can Do It With a Broken Heart
Taylor Swift,I Can Fix Him
Taylor Swift,I Hate It Here
Taylor Swift,I Look in People's Windows
Taylor Swift,My Boy Only Breaks His Favorite Toys
Taylor Swift,Peter
Taylor Swift,Robin
Taylor Swift,So High School
Taylor Swift,"So Long, London"
Taylor Swift,The Albatross
Taylor Swift,The Alchemy
Taylor Swift,The Black Dog
Taylor Swift,The Bolter
Taylor Swift,The Manuscript
Taylor Swift,The Prophecy
Taylor Swift,The Smallest Man Who Ever Lived
Taylor Swift,The Tortured Poets Department
Taylor Swift,Who’s Afraid of Little Old Me?
Taylor Swift,imgonnagetyouback
Taylor Swift,loml
Taylor Swift,thanK you aIMee
AYLIVA,Wunder
Belinda,300 Noches
Gustavo Moura & Rafael,Digitando
Kendrick Lamar,euphoria
MUSIC LAB JPN,Danza Kuduro - Cover
Myke Towers,ADIVINO
Rels B,La Vida Sin Ti
Rels B,Un Desperdicio
Reynmen,Renklensin
The Outfield,Your Love
Tommy Richman,MILLION DOLLAR BABY
WALK THE MOON,Shut Up and Dance
Yeat,If We Being Rëal
ZICO,SPOT!
Amy Winehouse,Back To Black
Bayhan,Tiryakinim
Daya,Hide Away
Drake,Family Matters
Dua Lipa,These Walls
Kendrick Lamar,Not Like Us
Kendrick Lamar,meet the grahams
Sexyy Red,Get It Sexyy
Baby Lasagna,Rim Tim Tagi Dim
Gunna,one of wun
Myles Smith,Stargazing
Nemo,The Code
Peso Pluma,LA DURANGO
Pitbull,Give Me Everything
Post Malone,I Had Some Help
RM,Come back to me
SAIKO,BADGYAL
Slimane,Mon amour
Stray Kids,Lose My Breath
The White Stripes,Seven Nation Army
Billie Eilish,BIRDS OF A FEATHER
Billie Eilish,BITTERSUITE
Billie Eilish,BLUE
Billie Eilish,CHIHIRO
Billie Eilish,LUNCH
Billie Eilish,L’AMOUR DE MA VIE
Billie Eilish,SKINNY
Billie Eilish,THE DINER
Billie Eilish,THE GREATEST
Billie Eilish,WILDFLOWER
DJ TOPO,MTG QUEM NÃO QUER SOU EU
Lithe,Fall Back
Luke Combs,Ain't No Love In Oklahoma
Natanael Cano,Ya Te Olvide
Ram Sampath,Sajni
THE BOX,THE BOX MEDLEY FUNK 2
aespa,Supernova
Alvaro Diaz,GATITAS SANDUNGUERAS - VOL.1
Central Cee,BAND4BAND
Cris Mj,SI NO ES CONTIGO
NewJeans,How Sweet
RM,LOST!
Zach Bryan,Pink Skies
Akon,Smack That
Calvin Harris,Summer
Eminem,Houdini
FloyyMenor,APAGA EL CEL
Oscar Maydon,Volver Al Futuro
Trueno,REAL GANGSTA LOVE
aespa,Armageddon
Chappell Roan,Red Wine Supernova
Charli xcx,360
Feid,SORRY 4 THAT MUCH
Gracie Abrams,Close To You
Grupo Firme,El Beneficio De La Duda
Jung Kook,Never Let Go
Los Ángeles Azules,"Perdonarte, ¿Para Qué?"
Morgan Wallen,Cowgirls
Sabrina Carpenter,Please Please Please
Tinashe,Nasty
dj sv,Mtg Forró e Desmantelo
AC/DC,You Shook Me All Night Long
Adam Port,Move
Chappell Roan,HOT TO GO!
Luke Combs,The Man He Sees in Me
Luísa Sonza,Sagrado Profano
Maki,Dilaw
Tommy Richman,DEVIL IS A LIE
Charli xcx,"Girl, so confusing featuring lorde"
Coldplay,feelslikeimfallinginlove - Single Version
Eurythmics,Sweet Dreams (Are Made of This) - 2005 Remaster
Gracie Abrams,us.
Jordan Adetunji,KEHLANI
KAROL G,Si Antes Te Hubiera Conocido
Mustard,Parking Lot
Peso Pluma,LA PATRULLA
Peso Pluma,VINO TINTO
Post Malone,Pour Me A Drink
TOTO,Hold the Line
The Kid LAROI,NIGHTS LIKE THIS
Train,"Hey, Soul Sister"
AC/DC,Thunderstruck
Blessd,Mírame
Chappell Roan,Pink Pony Club
Jimin,Smeraldo Garden Marching Band
LISA,Rockstar
Sevdaliza,Alibi
The Kid LAROI,GIRLS
Dominic Fike,misses
Eminem,Tobey
Karan Aujla,Tauba Tauba
Megan Thee Stallion,Mamushi
Morgan Wallen,Lies Lies Lies
Quavo,Tough
Zach Bryan,28
Big One,Cuando Te Vi | CROSSOVER #5
Eminem,Antichrist
Eminem,Bad One
Eminem,Brand New Dance
Eminem,Evil
Eminem,Fuel
Eminem,Guilty Conscience 2
Eminem,Habits
Eminem,Head Honcho
Eminem,Lucifer
Eminem,Renaissance
Eminem,Road Rage
Eminem,Somebody Save Me
Eminem,Temporary
Eminem,Trouble
Gorillaz,Feel Good Inc.
Ice Spice,Did It First
Natanael Cano,Giza
Alphaville,Forever Young
Boza,Orion
Chappell Roan,Casual
Charli xcx,Apple
Dionela,sining
Jimin,Be Mine
Jimin,Rebirth
Jimin,Slow Dance
Jimin,Who
Kapo,Ohnana
Lomiiel,HAY LUPITA
Stray Kids,Chk Chk Boom
*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack
Backstreet Boys,I Want It That Way
Gordo,Sideways
Hanumankind,Big Dawgs
Lost Frequencies,Black Friday
Peso Pluma,TOMMY & PAMELA
Post Malone,Guy For That
